seriesId,date,screen,views 
breaking-bad,20200427,tv,3732
family-guy,20200427,tv,23
top-gear,20200428,tv,199
top-gear,20200428,mobile,83
breaking-bad,20200428,desktop,7347
top-gear,20200428,tablet,46
game-of-thrones,20200428,tv,1
family-guy,20200428,desktop,30
family-guy,20200428,tablet,2
breaking-bad,20200428,tv,27
family-guy,20200428,tv,30
top-gear,20200428,tv,60
top-gear,20200428,desktop,116
family-guy,20200428,tv,13
game-of-thrones,20200428,desktop,1704
breaking-bad,20200428,mobile,2746
game-of-thrones,20200428,tablet,439
game-of-thrones,20200428,mobile,757
game-of-thrones,20200428,tv,576
game-of-thrones,20200428,tv,1006
breaking-bad,20200428,tv,4275
breaking-bad,20200428,tv,7434
breaking-bad,20200428,tablet,2497
family-guy,20200428,mobile,12
top-gear,20200429,tv,64
top-gear,20200429,tv,125
game-of-thrones,20200429,tv,5452
top-gear,20200429,tablet,34
top-gear,20200429,desktop,126
game-of-thrones,20200429,tablet,2075
breaking-bad,20200429,desktop,48778
breaking-bad,20200429,tv,48709
top-gear,20200429,mobile,54
breaking-bad,20200429,tv,162
game-of-thrones,20200429,desktop,8871
breaking-bad,20200429,tablet,15349
game-of-thrones,20200429,tv,3182
breaking-bad,20200429,tv,26762
game-of-thrones,20200429,mobile,2931
breaking-bad,20200429,mobile,19279
family-guy,20200429,desktop,68
family-guy,20200429,mobile,9
game-of-thrones,20200429,tv,18
family-guy,20200429,tv,56
family-guy,20200429,tablet,9
family-guy,20200429,tv,33
top-gear,20200430,tv,1
game-of-thrones,20200430,tv,2957
game-of-thrones,20200430,tv,1658
top-gear,20200430,tv,108
top-gear,20200430,mobile,64
breaking-bad,20200430,tv,12569
game-of-thrones,20200430,tv,11
breaking-bad,20200430,tv,22623
breaking-bad,20200430,tablet,8599
breaking-bad,20200430,desktop,26013
top-gear,20200430,tablet,39
top-gear,20200430,desktop,106
family-guy,20200430,mobile,29
family-guy,20200430,desktop,74
game-of-thrones,20200430,desktop,4742
family-guy,20200430,tablet,10
family-guy,20200430,tv,1
family-guy,20200430,tv,28
game-of-thrones,20200430,mobile,1782
breaking-bad,20200430,mobile,9777
game-of-thrones,20200430,tablet,1221
top-gear,20200430,tv,69
breaking-bad,20200430,tv,63
family-guy,20200430,tv,20
breaking-bad,20200501,tv,59
breaking-bad,20200501,desktop,20523
top-gear,20200501,mobile,95
top-gear,20200501,desktop,144
top-gear,20200501,tv,203
family-guy,20200501,tv,9
breaking-bad,20200501,tv,11746
game-of-thrones,20200501,desktop,4399
game-of-thrones,20200501,tv,8
game-of-thrones,20200501,tv,1592
family-guy,20200501,desktop,70
top-gear,20200501,tv,96
family-guy,20200501,tv,42
breaking-bad,20200501,mobile,7234
breaking-bad,20200501,tablet,7205
game-of-thrones,20200501,tablet,1353
family-guy,20200501,tablet,12
game-of-thrones,20200501,tv,2825
family-guy,20200501,mobile,18
breaking-bad,20200501,tv,19847
game-of-thrones,20200501,mobile,1761
top-gear,20200501,tablet,29
top-gear,20200502,mobile,46
breaking-bad,20200502,desktop,10267
breaking-bad,20200502,mobile,3474
family-guy,20200502,tablet,24
game-of-thrones,20200502,mobile,913
breaking-bad,20200502,tv,15
top-gear,20200502,tv,40
game-of-thrones,20200502,tv,846
game-of-thrones,20200502,tv,1535
top-gear,20200502,tv,148
family-guy,20200502,tv,12
family-guy,20200502,tv,35
family-guy,20200502,desktop,100
breaking-bad,20200502,tv,4616
game-of-thrones,20200502,tv,6
top-gear,20200502,desktop,115
breaking-bad,20200502,tablet,3309
family-guy,20200502,mobile,11
top-gear,20200502,tablet,30
game-of-thrones,20200502,desktop,2672
breaking-bad,20200502,tv,8184
game-of-thrones,20200502,tablet,693
top-gear,20200503,mobile,73
breaking-bad,20200503,tv,26
top-gear,20200503,tablet,64
breaking-bad,20200503,mobile,3241
family-guy,20200503,tv,13
breaking-bad,20200503,tablet,2697
family-guy,20200503,tablet,24
game-of-thrones,20200503,tv,712
breaking-bad,20200503,tv,7214
game-of-thrones,20200503,tv,1168
breaking-bad,20200503,tv,4129
breaking-bad,20200503,desktop,8928
family-guy,20200503,desktop,76
game-of-thrones,20200503,desktop,2051
top-gear,20200503,desktop,106
top-gear,20200503,tv,87
family-guy,20200503,tv,24
game-of-thrones,20200503,tablet,533
game-of-thrones,20200503,tv,8
family-guy,20200503,mobile,16
top-gear,20200503,tv,44
game-of-thrones,20200503,mobile,717
game-of-thrones,20200504,tablet,426
breaking-bad,20200504,tv,9
game-of-thrones,20200504,tv,1146
breaking-bad,20200504,tv,3905
family-guy,20200504,tv,21
top-gear,20200504,tv,125
game-of-thrones,20200504,mobile,596
family-guy,20200504,tv,10
family-guy,20200504,tablet,17
game-of-thrones,20200504,desktop,1806
breaking-bad,20200504,desktop,7377
game-of-thrones,20200504,tv,672
top-gear,20200504,desktop,110
family-guy,20200504,mobile,15
top-gear,20200504,mobile,46
game-of-thrones,20200504,tv,6
breaking-bad,20200504,tv,6514
family-guy,20200504,desktop,68
top-gear,20200504,tablet,44
breaking-bad,20200504,tablet,2415
top-gear,20200504,tv,49
breaking-bad,20200504,mobile,2616
game-of-thrones,20200505,mobile,658
top-gear,20200505,tv,131
game-of-thrones,20200505,tv,1
breaking-bad,20200505,tv,3908
family-guy,20200505,mobile,20
game-of-thrones,20200505,tv,1051
family-guy,20200505,tablet,4
top-gear,20200505,mobile,58
game-of-thrones,20200505,tablet,403
breaking-bad,20200505,tablet,2484
game-of-thrones,20200505,desktop,1713
game-of-thrones,20200505,tv,572
family-guy,20200505,desktop,76
top-gear,20200505,desktop,64
top-gear,20200505,tv,62
family-guy,20200505,tv,17
breaking-bad,20200505,tv,15
breaking-bad,20200505,tv,6782
breaking-bad,20200505,desktop,7282
top-gear,20200505,tablet,36
breaking-bad,20200505,mobile,2589
family-guy,20200505,tv,36
breaking-bad,20200506,tv,6907
top-gear,20200506,tv,65
breaking-bad,20200506,tv,12511
game-of-thrones,20200506,tv,3690
family-guy,20200506,tablet,24
breaking-bad,20200506,desktop,14082
family-guy,20200506,desktop,106
breaking-bad,20200506,tablet,4262
family-guy,20200506,tv,43
family-guy,20200506,tv,21
game-of-thrones,20200506,desktop,11191
top-gear,20200506,tablet,26
game-of-thrones,20200506,mobile,4154
family-guy,20200506,mobile,15
breaking-bad,20200506,mobile,5010
top-gear,20200506,mobile,51
top-gear,20200506,tv,100
game-of-thrones,20200506,tv,6197
breaking-bad,20200506,tv,46
game-of-thrones,20200506,tablet,2879
top-gear,20200506,desktop,123
game-of-thrones,20200506,tv,16
family-guy,20200507,desktop,109
top-gear,20200507,tv,50
top-gear,20200507,desktop,76
game-of-thrones,20200507,tv,2684
family-guy,20200507,tv,10
game-of-thrones,20200507,tv,12
family-guy,20200507,mobile,10
breaking-bad,20200507,tv,8270
breaking-bad,20200507,tv,29
game-of-thrones,20200507,tablet,1315
family-guy,20200507,tablet,8
breaking-bad,20200507,tablet,3146
breaking-bad,20200507,tv,4519
game-of-thrones,20200507,desktop,5039
game-of-thrones,20200507,tv,1579
family-guy,20200507,tv,22
breaking-bad,20200507,desktop,10875
top-gear,20200507,tablet,26
breaking-bad,20200507,mobile,3616
game-of-thrones,20200507,mobile,1968
top-gear,20200507,mobile,43
top-gear,20200507,tv,108
game-of-thrones,20200508,mobile,1201
top-gear,20200508,desktop,105
game-of-thrones,20200508,tablet,779
breaking-bad,20200508,tablet,2429
game-of-thrones,20200508,tv,1589
family-guy,20200508,mobile,12
top-gear,20200508,mobile,59
family-guy,20200508,tablet,9
game-of-thrones,20200508,tv,14
family-guy,20200508,tv,34
top-gear,20200508,tv,101
breaking-bad,20200508,desktop,7622
family-guy,20200508,tv,12
family-guy,20200508,desktop,93
breaking-bad,20200508,tv,15
top-gear,20200508,tablet,32
breaking-bad,20200508,tv,3230
breaking-bad,20200508,tv,5901
breaking-bad,20200508,mobile,2865
game-of-thrones,20200508,tv,767
top-gear,20200508,tv,34
game-of-thrones,20200508,desktop,3040
game-of-thrones,20200509,mobile,904
breaking-bad,20200509,tablet,1867
family-guy,20200509,tv,14
top-gear,20200509,mobile,33
game-of-thrones,20200509,tablet,663
family-guy,20200509,tv,22
top-gear,20200509,desktop,72
game-of-thrones,20200509,tv,661
family-guy,20200509,tablet,7
breaking-bad,20200509,tv,2853
top-gear,20200509,tv,64
top-gear,20200509,tablet,30
game-of-thrones,20200509,tv,1278
breaking-bad,20200509,tv,15
game-of-thrones,20200509,tv,5
breaking-bad,20200509,desktop,6204
family-guy,20200509,mobile,13
breaking-bad,20200509,tv,5381
game-of-thrones,20200509,desktop,2447
family-guy,20200509,desktop,61
breaking-bad,20200509,mobile,1918
top-gear,20200509,tv,21
top-gear,20200510,tv,30
breaking-bad,20200510,desktop,7560
game-of-thrones,20200510,mobile,1071
family-guy,20200510,mobile,23
breaking-bad,20200510,tv,4138
breaking-bad,20200510,tv,42
family-guy,20200510,tv,41
breaking-bad,20200510,tablet,2499
game-of-thrones,20200510,tv,1562
family-guy,20200510,tablet,14
top-gear,20200510,mobile,46
breaking-bad,20200510,tv,7277
game-of-thrones,20200510,tablet,766
game-of-thrones,20200510,tv,995
breaking-bad,20200510,mobile,2355
top-gear,20200510,tablet,40
family-guy,20200510,desktop,49
top-gear,20200510,tv,4
game-of-thrones,20200510,tv,6
top-gear,20200510,desktop,109
family-guy,20200510,tv,28
top-gear,20200510,tv,155
game-of-thrones,20200510,desktop,2977
top-gear,20200511,desktop,95
game-of-thrones,20200511,desktop,2364
breaking-bad,20200511,tv,22
game-of-thrones,20200511,mobile,807
game-of-thrones,20200511,tv,3
breaking-bad,20200511,tv,5118
top-gear,20200511,tv,118
top-gear,20200511,tablet,22
breaking-bad,20200511,desktop,5401
breaking-bad,20200511,mobile,1751
game-of-thrones,20200511,tablet,571
family-guy,20200511,tv,14
game-of-thrones,20200511,tv,818
breaking-bad,20200511,tv,2738
family-guy,20200511,mobile,16
game-of-thrones,20200511,tv,1293
top-gear,20200511,mobile,50
family-guy,20200511,desktop,73
top-gear,20200511,tv,41
family-guy,20200511,tv,22
breaking-bad,20200511,tablet,1617
family-guy,20200511,tablet,6
game-of-thrones,20200512,desktop,1921
game-of-thrones,20200512,tv,919
game-of-thrones,20200512,mobile,655
family-guy,20200512,desktop,48
game-of-thrones,20200512,tv,565
breaking-bad,20200512,desktop,4633
top-gear,20200512,tablet,19
top-gear,20200512,mobile,35
breaking-bad,20200512,tv,9
family-guy,20200512,mobile,13
breaking-bad,20200512,mobile,1659
top-gear,20200512,tv,54
breaking-bad,20200512,tablet,1420
family-guy,20200512,tv,1
breaking-bad,20200512,tv,2303
top-gear,20200512,desktop,73
game-of-thrones,20200512,tablet,476
family-guy,20200512,tv,27
family-guy,20200512,tablet,11
family-guy,20200512,tv,11
breaking-bad,20200512,tv,4033
game-of-thrones,20200512,tv,2
top-gear,20200512,tv,108
top-gear,20200513,desktop,99
breaking-bad,20200513,tablet,1765
family-guy,20200513,tv,28
top-gear,20200513,tablet,25
breaking-bad,20200513,tv,5284
top-gear,20200513,tv,2
breaking-bad,20200513,tv,3083
game-of-thrones,20200513,desktop,13402
top-gear,20200513,tv,77
game-of-thrones,20200513,tv,3841
top-gear,20200513,mobile,53
game-of-thrones,20200513,tv,24
top-gear,20200513,tv,133
breaking-bad,20200513,mobile,1830
game-of-thrones,20200513,tablet,3381
family-guy,20200513,tv,13
breaking-bad,20200513,desktop,5825
family-guy,20200513,desktop,58
family-guy,20200513,mobile,12
family-guy,20200513,tablet,14
game-of-thrones,20200513,tv,6900
breaking-bad,20200513,tv,9
game-of-thrones,20200513,mobile,5211
breaking-bad,20200514,tablet,1228
game-of-thrones,20200514,tv,2054
family-guy,20200514,tv,12
breaking-bad,20200514,tv,3260
game-of-thrones,20200514,tv,17
family-guy,20200514,desktop,83
breaking-bad,20200514,desktop,4206
top-gear,20200514,mobile,41
breaking-bad,20200514,mobile,1434
top-gear,20200514,tablet,20
family-guy,20200514,mobile,29
breaking-bad,20200514,tv,10
top-gear,20200514,tv,82
top-gear,20200514,tv,35
breaking-bad,20200514,tv,1833
family-guy,20200514,tablet,16
game-of-thrones,20200514,mobile,3764
family-guy,20200514,tv,17
game-of-thrones,20200514,tablet,2197
game-of-thrones,20200514,tv,3936
top-gear,20200514,desktop,76
game-of-thrones,20200514,desktop,8576
top-gear,20200515,tv,52
family-guy,20200515,tv,18
top-gear,20200515,desktop,88
game-of-thrones,20200515,tv,1632
game-of-thrones,20200515,mobile,2436
breaking-bad,20200515,tv,2694
game-of-thrones,20200515,desktop,6104
family-guy,20200515,tv,14
top-gear,20200515,tablet,31
game-of-thrones,20200515,tablet,1663
breaking-bad,20200515,tv,9
family-guy,20200515,tv,3
top-gear,20200515,mobile,55
breaking-bad,20200515,tablet,1041
family-guy,20200515,mobile,20
breaking-bad,20200515,tv,1561
game-of-thrones,20200515,tv,2871
breaking-bad,20200515,desktop,3390
family-guy,20200515,desktop,77
family-guy,20200515,tablet,4
game-of-thrones,20200515,tv,10
top-gear,20200515,tv,92
breaking-bad,20200515,mobile,1127
family-guy,20200516,mobile,7
family-guy,20200516,desktop,51
top-gear,20200516,desktop,92
top-gear,20200516,tv,53
family-guy,20200516,tv,1
family-guy,20200516,tablet,21
breaking-bad,20200516,tv,5
breaking-bad,20200516,desktop,2936
game-of-thrones,20200516,desktop,5539
breaking-bad,20200516,tv,2674
breaking-bad,20200516,tv,1546
game-of-thrones,20200516,tv,1639
family-guy,20200516,tv,15
top-gear,20200516,mobile,43
top-gear,20200516,tv,105
family-guy,20200516,tv,9
breaking-bad,20200516,mobile,1008
game-of-thrones,20200516,mobile,2331
top-gear,20200516,tablet,26
game-of-thrones,20200516,tv,2747
game-of-thrones,20200516,tablet,1505
game-of-thrones,20200516,tv,7
breaking-bad,20200516,tablet,898
family-guy,20200517,tv,10
top-gear,20200517,tv,2
breaking-bad,20200517,desktop,2527
breaking-bad,20200517,tv,12
breaking-bad,20200517,tv,2754
top-gear,20200517,desktop,98
family-guy,20200517,desktop,23
breaking-bad,20200517,tablet,783
family-guy,20200517,mobile,11
top-gear,20200517,tv,44
breaking-bad,20200517,mobile,871
game-of-thrones,20200517,mobile,1785
family-guy,20200517,tablet,6
top-gear,20200517,tv,91
game-of-thrones,20200517,tv,1146
family-guy,20200517,tv,1
game-of-thrones,20200517,tv,2002
family-guy,20200517,tv,27
game-of-thrones,20200517,desktop,4252
top-gear,20200517,tablet,19
breaking-bad,20200517,tv,1698
top-gear,20200517,mobile,42
game-of-thrones,20200517,tv,4
game-of-thrones,20200517,tablet,1346
family-guy,20200518,tv,44
family-guy,20200518,tablet,6
breaking-bad,20200518,mobile,884
family-guy,20200518,tv,11
family-guy,20200518,desktop,59
game-of-thrones,20200518,tablet,2261
game-of-thrones,20200518,tv,4486
top-gear,20200518,desktop,103
breaking-bad,20200518,tv,2793
breaking-bad,20200518,desktop,3031
breaking-bad,20200518,tablet,830
breaking-bad,20200518,tv,5
game-of-thrones,20200518,desktop,8051
top-gear,20200518,tablet,16
top-gear,20200518,tv,47
game-of-thrones,20200518,mobile,3706
breaking-bad,20200518,tv,1599
game-of-thrones,20200518,tv,8
top-gear,20200518,mobile,58
top-gear,20200518,tv,191
game-of-thrones,20200518,tv,2653
family-guy,20200518,mobile,20
game-of-thrones,20200519,mobile,3686
game-of-thrones,20200519,tablet,2246
breaking-bad,20200519,tv,11
family-guy,20200519,tablet,10
breaking-bad,20200519,tv,2862
top-gear,20200519,mobile,41
family-guy,20200519,tv,22
breaking-bad,20200519,tablet,731
top-gear,20200519,tablet,21
game-of-thrones,20200519,tv,4
top-gear,20200519,tv,75
game-of-thrones,20200519,desktop,7778
game-of-thrones,20200519,tv,4209
breaking-bad,20200519,tv,1607
family-guy,20200519,desktop,61
game-of-thrones,20200519,tv,2580
top-gear,20200519,tv,248
family-guy,20200519,tv,31
breaking-bad,20200519,desktop,2742
top-gear,20200519,desktop,90
breaking-bad,20200519,mobile,931
family-guy,20200519,mobile,21
breaking-bad,20200520,mobile,1075
top-gear,20200520,tv,144
game-of-thrones,20200520,mobile,4366
breaking-bad,20200520,tv,2392
top-gear,20200520,tablet,22
breaking-bad,20200520,tv,2
game-of-thrones,20200520,tv,5268
family-guy,20200520,tablet,18
breaking-bad,20200520,tv,4091
breaking-bad,20200520,tablet,992
family-guy,20200520,tv,71
game-of-thrones,20200520,tv,3227
family-guy,20200520,mobile,26
top-gear,20200520,tv,222
game-of-thrones,20200520,tv,40
top-gear,20200520,mobile,59
game-of-thrones,20200520,tablet,2919
top-gear,20200520,desktop,111
breaking-bad,20200520,desktop,3810
family-guy,20200520,tv,28
game-of-thrones,20200520,desktop,9713
family-guy,20200520,desktop,86
game-of-thrones,20200521,tv,3908
family-guy,20200521,tv,12
game-of-thrones,20200521,tv,2542
game-of-thrones,20200521,mobile,3801
game-of-thrones,20200521,tablet,2388
breaking-bad,20200521,desktop,3678
game-of-thrones,20200521,desktop,8400
breaking-bad,20200521,tablet,1024
breaking-bad,20200521,tv,2163
breaking-bad,20200521,mobile,1122
game-of-thrones,20200521,tv,35
breaking-bad,20200521,tv,5
family-guy,20200521,tablet,12
top-gear,20200521,tablet,33
family-guy,20200521,desktop,81
top-gear,20200521,tv,124
top-gear,20200521,mobile,51
family-guy,20200521,tv,54
top-gear,20200521,desktop,133
breaking-bad,20200521,tv,3550
family-guy,20200521,mobile,15
top-gear,20200521,tv,290
family-guy,20200522,tv,10
breaking-bad,20200522,tv,2457
breaking-bad,20200522,tablet,771
top-gear,20200522,desktop,84
breaking-bad,20200522,mobile,851
game-of-thrones,20200522,tv,3
top-gear,20200522,tv,63
breaking-bad,20200522,tv,1451
game-of-thrones,20200522,mobile,2613
family-guy,20200522,mobile,35
breaking-bad,20200522,desktop,2761
breaking-bad,20200522,tv,7
top-gear,20200522,mobile,71
game-of-thrones,20200522,tv,1797
top-gear,20200522,tv,172
family-guy,20200522,tablet,21
top-gear,20200522,tablet,23
family-guy,20200522,desktop,73
game-of-thrones,20200522,tv,3079
family-guy,20200522,tv,18
game-of-thrones,20200522,desktop,6321
game-of-thrones,20200522,tablet,1772
game-of-thrones,20200523,tv,2704
game-of-thrones,20200523,mobile,2193
family-guy,20200523,desktop,64
family-guy,20200523,tablet,7
top-gear,20200523,mobile,61
breaking-bad,20200523,tv,1291
family-guy,20200523,tv,16
breaking-bad,20200523,tablet,709
breaking-bad,20200523,mobile,785
family-guy,20200523,tv,1
top-gear,20200523,desktop,72
family-guy,20200523,mobile,23
family-guy,20200523,tv,28
breaking-bad,20200523,tv,5
game-of-thrones,20200523,tv,1562
top-gear,20200523,tv,121
top-gear,20200523,tablet,30
top-gear,20200523,tv,68
breaking-bad,20200523,tv,2229
game-of-thrones,20200523,tv,10
breaking-bad,20200523,desktop,2570
game-of-thrones,20200523,tablet,1392
game-of-thrones,20200523,desktop,5252
game-of-thrones,20200524,desktop,4810
top-gear,20200524,tablet,23
game-of-thrones,20200524,tv,5
game-of-thrones,20200524,mobile,1972
family-guy,20200524,tablet,5
top-gear,20200524,tv,72
game-of-thrones,20200524,tv,2418
breaking-bad,20200524,desktop,2284
family-guy,20200524,mobile,14
game-of-thrones,20200524,tablet,1205
top-gear,20200524,mobile,51
breaking-bad,20200524,tablet,640
game-of-thrones,20200524,tv,1537
breaking-bad,20200524,tv,4
family-guy,20200524,tv,9
family-guy,20200524,desktop,64
top-gear,20200524,desktop,46
breaking-bad,20200524,mobile,821
breaking-bad,20200524,tv,2047
family-guy,20200524,tv,22
breaking-bad,20200524,tv,1134
top-gear,20200524,tv,32
family-guy,20200525,tv,18
breaking-bad,20200525,tv,1898
family-guy,20200525,tv,24
breaking-bad,20200525,tablet,601
game-of-thrones,20200525,tv,14
breaking-bad,20200525,desktop,2080
family-guy,20200525,tablet,5
top-gear,20200525,tablet,23
game-of-thrones,20200525,tablet,1104
breaking-bad,20200525,mobile,815
top-gear,20200525,tv,54
game-of-thrones,20200525,tv,2240
top-gear,20200525,tv,102
breaking-bad,20200525,tv,3
family-guy,20200525,desktop,48
game-of-thrones,20200525,tv,1495
top-gear,20200525,desktop,43
top-gear,20200525,mobile,38
game-of-thrones,20200525,desktop,3909
game-of-thrones,20200525,mobile,1683
family-guy,20200525,mobile,12
breaking-bad,20200525,tv,1120
family-guy,20200526,mobile,14
game-of-thrones,20200526,mobile,1786
breaking-bad,20200526,mobile,796
top-gear,20200526,tv,76
breaking-bad,20200526,tablet,631
breaking-bad,20200526,tv,953
breaking-bad,20200526,tv,4
game-of-thrones,20200526,tv,2220
game-of-thrones,20200526,tv,1322
family-guy,20200526,tv,39
top-gear,20200526,mobile,37
game-of-thrones,20200526,tablet,1169
breaking-bad,20200526,tv,1764
family-guy,20200526,desktop,27
top-gear,20200526,tablet,62
top-gear,20200526,tv,44
game-of-thrones,20200526,tv,4
game-of-thrones,20200526,desktop,3736
breaking-bad,20200526,desktop,1904
family-guy,20200526,tablet,2
top-gear,20200526,desktop,74
family-guy,20200526,tv,13
game-of-thrones,20200527,tv,13
breaking-bad,20200527,tv,2378
family-guy,20200527,desktop,37
game-of-thrones,20200527,desktop,4273
breaking-bad,20200527,mobile,887
game-of-thrones,20200527,mobile,1888
breaking-bad,20200527,desktop,2508
family-guy,20200527,tv,15
family-guy,20200527,tablet,8
breaking-bad,20200527,tv,1
game-of-thrones,20200527,tablet,1267
breaking-bad,20200527,tv,1336
top-gear,20200527,mobile,33
family-guy,20200527,tv,23
game-of-thrones,20200527,tv,2441
game-of-thrones,20200527,tv,1553
top-gear,20200527,tv,34
top-gear,20200527,desktop,89
top-gear,20200527,tablet,45
top-gear,20200527,tv,108
family-guy,20200527,mobile,15
breaking-bad,20200527,tablet,796
family-guy,20200528,mobile,23
breaking-bad,20200528,tv,2
family-guy,20200528,desktop,100
top-gear,20200528,tv,32
game-of-thrones,20200528,tv,1528
family-guy,20200528,tablet,20
game-of-thrones,20200528,desktop,3682
game-of-thrones,20200528,tv,2170
top-gear,20200528,desktop,96
game-of-thrones,20200528,tablet,977
breaking-bad,20200528,mobile,722
breaking-bad,20200528,tablet,802
game-of-thrones,20200528,mobile,1454
top-gear,20200528,mobile,59
top-gear,20200528,tablet,30
top-gear,20200528,tv,68
game-of-thrones,20200528,tv,22
breaking-bad,20200528,tv,1315
family-guy,20200528,tv,45
family-guy,20200528,tv,15
breaking-bad,20200528,desktop,2613
breaking-bad,20200528,tv,2126
family-guy,20200529,mobile,60
top-gear,20200529,desktop,96
breaking-bad,20200529,tv,5
game-of-thrones,20200529,tablet,835
family-guy,20200529,tv,33
game-of-thrones,20200529,tv,7
top-gear,20200529,mobile,45
breaking-bad,20200529,tv,1708
breaking-bad,20200529,desktop,2055
family-guy,20200529,desktop,81
family-guy,20200529,tablet,11
breaking-bad,20200529,tv,1016
top-gear,20200529,tv,70
game-of-thrones,20200529,mobile,1295
breaking-bad,20200529,mobile,611
game-of-thrones,20200529,desktop,2659
game-of-thrones,20200529,tv,1108
breaking-bad,20200529,tablet,683
top-gear,20200529,tv,38
top-gear,20200529,tablet,37
family-guy,20200529,tv,19
game-of-thrones,20200529,tv,1618
top-gear,20200530,tablet,20
breaking-bad,20200530,mobile,565
top-gear,20200530,tv,51
breaking-bad,20200530,tv,1338
breaking-bad,20200530,tv,853
game-of-thrones,20200530,tv,875
game-of-thrones,20200530,tv,6
game-of-thrones,20200530,tv,1317
breaking-bad,20200530,tv,5
top-gear,20200530,mobile,27
family-guy,20200530,desktop,83
game-of-thrones,20200530,mobile,1141
game-of-thrones,20200530,desktop,2081
family-guy,20200530,tv,62
top-gear,20200530,desktop,52
family-guy,20200530,tv,11
family-guy,20200530,mobile,17
game-of-thrones,20200530,tablet,644
breaking-bad,20200530,tablet,595
breaking-bad,20200530,desktop,1662
family-guy,20200530,tablet,27
top-gear,20200530,tv,41
breaking-bad,20200531,desktop,1619
breaking-bad,20200531,tv,788
game-of-thrones,20200531,tv,1
top-gear,20200531,tv,59
game-of-thrones,20200531,tv,1586
top-gear,20200531,tv,34
game-of-thrones,20200531,desktop,2807
game-of-thrones,20200531,mobile,1170
top-gear,20200531,tablet,15
breaking-bad,20200531,tv,6
family-guy,20200531,mobile,46
family-guy,20200531,tv,38
family-guy,20200531,tv,14
top-gear,20200531,mobile,41
family-guy,20200531,tablet,19
game-of-thrones,20200531,tv,909
breaking-bad,20200531,tablet,505
breaking-bad,20200531,mobile,528
game-of-thrones,20200531,tablet,845
family-guy,20200531,desktop,83
breaking-bad,20200531,tv,1289
top-gear,20200531,desktop,61
top-gear,20200601,tv,51
top-gear,20200601,tv,2
family-guy,20200601,desktop,96
family-guy,20200601,tablet,14
breaking-bad,20200601,desktop,1523
family-guy,20200601,tv,30
game-of-thrones,20200601,tv,1661
breaking-bad,20200601,tv,746
game-of-thrones,20200601,desktop,2889
family-guy,20200601,tv,65
top-gear,20200601,tablet,24
top-gear,20200601,tv,125
breaking-bad,20200601,tablet,432
game-of-thrones,20200601,mobile,1313
breaking-bad,20200601,tv,1250
breaking-bad,20200601,tv,8
top-gear,20200601,desktop,36
game-of-thrones,20200601,tablet,891
breaking-bad,20200601,mobile,449
game-of-thrones,20200601,tv,953
family-guy,20200601,mobile,41
top-gear,20200601,mobile,24
breaking-bad,20200602,mobile,465
top-gear,20200602,mobile,27
game-of-thrones,20200602,tv,1173
breaking-bad,20200602,tv,2
top-gear,20200602,tv,28
breaking-bad,20200602,tv,804
family-guy,20200602,desktop,82
game-of-thrones,20200602,tv,847
family-guy,20200602,mobile,35
top-gear,20200602,desktop,83
breaking-bad,20200602,tv,1326
breaking-bad,20200602,tablet,401
top-gear,20200602,tablet,18
family-guy,20200602,tablet,25
game-of-thrones,20200602,desktop,1994
game-of-thrones,20200602,tablet,735
breaking-bad,20200602,desktop,1369
game-of-thrones,20200602,mobile,1140
top-gear,20200602,tv,51
family-guy,20200602,tv,47
family-guy,20200602,tv,19
family-guy,20200603,mobile,37
game-of-thrones,20200603,desktop,13905
game-of-thrones,20200603,tv,7452
top-gear,20200603,tv,35
breaking-bad,20200603,desktop,1829
game-of-thrones,20200603,tv,4315
breaking-bad,20200603,tv,8
top-gear,20200603,mobile,22
family-guy,20200603,tv,28
breaking-bad,20200603,tv,1683
top-gear,20200603,tv,90
breaking-bad,20200603,tablet,587
top-gear,20200603,tablet,41
game-of-thrones,20200603,tv,24
top-gear,20200603,desktop,87
family-guy,20200603,tv,84
family-guy,20200603,tablet,29
breaking-bad,20200603,mobile,609
game-of-thrones,20200603,tablet,4301
family-guy,20200603,desktop,88
breaking-bad,20200603,tv,1069
game-of-thrones,20200603,mobile,7052
family-guy,20200604,tv,27
family-guy,20200604,desktop,135
top-gear,20200604,desktop,64
game-of-thrones,20200604,tv,30
top-gear,20200604,tv,85
family-guy,20200604,mobile,40
breaking-bad,20200604,tv,768
family-guy,20200604,tablet,27
breaking-bad,20200604,tv,1462
breaking-bad,20200604,tv,3
breaking-bad,20200604,mobile,573
family-guy,20200604,tv,75
top-gear,20200604,mobile,22
game-of-thrones,20200604,mobile,4553
top-gear,20200604,tv,29
game-of-thrones,20200604,tv,5722
breaking-bad,20200604,tablet,549
game-of-thrones,20200604,tablet,2885
game-of-thrones,20200604,tv,3336
breaking-bad,20200604,desktop,1669
game-of-thrones,20200604,desktop,10189
top-gear,20200604,tablet,24
breaking-bad,20200605,tablet,535
game-of-thrones,20200605,tv,4649
family-guy,20200605,tablet,24
top-gear,20200605,tv,52
game-of-thrones,20200605,tv,9
game-of-thrones,20200605,tv,2677
breaking-bad,20200605,tv,1632
game-of-thrones,20200605,mobile,3569
top-gear,20200605,tablet,17
family-guy,20200605,tv,74
top-gear,20200605,tv,43
top-gear,20200605,mobile,17
breaking-bad,20200605,tv,818
top-gear,20200605,desktop,90
